-1 -1.99728 -0.760346 -3.23421
-0.99 -1.93394 -0.707303 -3.16057
-0.98 -1.87168 -0.654837 -3.08851
-0.97 -1.81047 -0.602947 -3.018
-0.96 -1.75032 -0.551633 -2.949
-0.95 -1.6912 -0.500894 -2.8815
-0.94 -1.63309 -0.450731 -2.81545
-0.93 -1.57599 -0.401143 -2.75084
-0.92 -1.51988 -0.35213 -2.68763
-0.91 -1.46474 -0.303693 -2.62579
-0.9 -1.41056 -0.255832 -2.5653
-0.89 -1.35733 -0.208547 -2.50612
-0.88 -1.30503 -0.161837 -2.44823
-0.87 -1.25365 -0.115703 -2.3916
-0.86 -1.20317 -0.0701451 -2.3362
-0.85 -1.15358 -0.0251619 -2.282
-0.84 -1.10486 0.0192467 -2.22897
-0.83 -1.057 0.0630815 -2.17709
-0.82 -1.00999 0.106343 -2.12632
-0.81 -0.963804 0.149034 -2.07664
-0.8 -0.918436 0.191154 -2.02803
-0.79 -0.87387 0.232706 -1.98045
-0.78 -0.830091 0.273692 -1.93387
-0.77 -0.787084 0.314114 -1.88828
-0.76 -0.744836 0.353975 -1.84365
-0.75 -0.703332 0.393278 -1.79994
-0.74 -0.662557 0.432027 -1.75714
-0.73 -0.622497 0.470226 -1.71522
-0.72 -0.583138 0.507878 -1.67415
-0.71 -0.544464 0.544988 -1.63392
-0.7 -0.506463 0.581562 -1.59449
-0.69 -0.469119 0.617604 -1.55584
-0.68 -0.432417 0.65312 -1.51795
-0.67 -0.396344 0.688116 -1.4808
-0.66 -0.360885 0.722599 -1.44437
-0.65 -0.326025 0.756576 -1.40863
-0.64 -0.291751 0.790053 -1.37355
-0.63 -0.258047 0.823037 -1.33913
-0.62 -0.2249 0.855538 -1.30534
-0.61 -0.192294 0.887563 -1.27215
-0.6 -0.160216 0.91912 -1.23955
-0.59 -0.12865 0.950219 -1.20752
-0.58 -0.0975836 0.980868 -1.17604
-0.57 -0.0670009 1.01108 -1.14508
-0.56 -0.0368879 1.04086 -1.11463
-0.55 -0.00723021 1.07022 -1.08468
-0.54 0.0219867 1.09916 -1.05519
-0.53 0.0507772 1.12771 -1.02616
-0.52 0.0791558 1.15587 -0.997563
-0.51 0.107137 1.18366 -0.969385
-0.5 0.134735 1.21108 -0.941607
-0.49 0.161964 1.23814 -0.914212
-0.48 0.188839 1.26486 -0.887183
-0.47 0.215374 1.29125 -0.860503
-0.46 0.241584 1.31732 -0.834155
-0.45 0.267483 1.34309 -0.808124
-0.44 0.293085 1.36856 -0.782392
-0.43 0.318405 1.39375 -0.756944
-0.42 0.343458 1.41868 -0.731764
-0.41 0.368257 1.44335 -0.706835
-0.4 0.392817 1.46778 -0.682144
-0.39 0.417153 1.49198 -0.657673
-0.38 0.441279 1.51597 -0.633408
-0.37 0.46521 1.53975 -0.609334
-0.36 0.488959 1.56335 -0.585435
-0.35 0.512542 1.58678 -0.561697
-0.34 0.535973 1.61005 -0.538105
-0.33 0.559266 1.63317 -0.514643
-0.32 0.582435 1.65617 -0.491298
-0.31 0.605495 1.67905 -0.468055
-0.3 0.628461 1.70182 -0.444899
-0.29 0.651347 1.72451 -0.421817
-0.28 0.674167 1.74713 -0.398793
-0.27 0.696936 1.76968 -0.375813
-0.26 0.719668 1.7922 -0.352863
-0.25 0.742378 1.81469 -0.32993
-0.24 0.76508 1.83716 -0.306998
-0.23 0.787788 1.85963 -0.284054
-0.22 0.810517 1.88212 -0.261084
-0.21 0.833281 1.90464 -0.238074
-0.2 0.856096 1.9272 -0.215009
-0.19 0.878974 1.94982 -0.191876
-0.18 0.901931 1.97252 -0.168662
-0.17 0.924981 1.99531 -0.145351
-0.16 0.948139 2.01821 -0.12193
-0.15 0.971419 2.04122 -0.0983853
-0.14 0.994834 2.06437 -0.0747029
-0.13 1.0184 2.08767 -0.0508689
-0.12 1.04213 2.11114 -0.0268694
-0.11 1.06604 2.13478 -0.00269036
-0.1 1.09015 2.15862 0.021682
-0.09 1.11446 2.18267 0.0462616
-0.08 1.139 2.20694 0.0710624
-0.07 1.16378 2.23145 0.0960983
-0.06 1.1888 2.25622 0.121383
-0.05 1.21409 2.28126 0.146931
-0.04 1.23967 2.30658 0.172756
-0.03 1.26553 2.3322 0.198873
-0.02 1.29171 2.35813 0.225294
-0.01 1.31821 2.38439 0.252034
7.5287e-16 1.34505 2.411 0.279107
0.01 1.37225 2.43796 0.306528
0.02 1.39981 2.4653 0.33431
0.03 1.42775 2.49303 0.362467
0.04 1.45608 2.52115 0.391014
0.05 1.48483 2.5497 0.419965
0.06 1.514 2.57868 0.449334
0.07 1.54362 2.6081 0.479135
0.08 1.57368 2.63798 0.509382
0.09 1.60422 2.66834 0.54009
0.1 1.63523 2.6992 0.571272
0.11 1.66675 2.73055 0.602944
0.12 1.69877 2.76243 0.635119
0.13 1.73132 2.79484 0.667811
0.14 1.76442 2.8278 0.701035
0.15 1.79806 2.86132 0.734806
0.16 1.83228 2.89542 0.769137
0.17 1.86708 2.93011 0.804042
0.18 1.90247 2.96541 0.839537
0.19 1.93848 3.00134 0.875634
0.2 1.97512 3.03789 0.912349
0.21 2.0124 3.0751 0.949696
0.22 2.05033 3.11298 0.987689
0.23 2.08894 3.15154 1.02634
0.24 2.12823 3.19079 1.06567
0.25 2.16821 3.23075 1.10568
0.26 2.20892 3.27143 1.1464
0.27 2.25035 3.31286 1.18783
0.28 2.29252 3.35504 1.23
0.29 2.33545 3.39799 1.27291
0.3 2.37915 3.44172 1.31657
0.31 2.42363 3.48625 1.36101
0.32 2.46892 3.5316 1.40624
0.33 2.51502 3.57777 1.45226
0.34 2.56195 3.6248 1.4991
0.35 2.60972 3.67268 1.54676
0.36 2.65835 3.72144 1.59526
