-1 -1.95741 -0.953914 -2.96091
-0.99 -1.88036 -0.877112 -2.88361
-0.98 -1.80503 -0.802019 -2.80805
-0.97 -1.73141 -0.728613 -2.73421
-0.96 -1.65947 -0.656871 -2.66207
-0.95 -1.58918 -0.58677 -2.59159
-0.94 -1.52052 -0.518287 -2.52276
-0.93 -1.45348 -0.4514 -2.45555
-0.92 -1.38801 -0.386086 -2.38994
-0.91 -1.32411 -0.322321 -2.32591
-0.9 -1.26175 -0.260083 -2.26342
-0.89 -1.2009 -0.19935 -2.20245
-0.88 -1.14154 -0.140097 -2.14299
-0.87 -1.08365 -0.0823022 -2.085
-0.86 -1.0272 -0.0259426 -2.02846
-0.85 -0.972174 0.029005 -1.97335
-0.84 -0.918542 0.0825637 -1.91965
-0.83 -0.866284 0.134756 -1.86732
-0.82 -0.815374 0.185606 -1.81635
-0.81 -0.765791 0.235136 -1.76672
-0.8 -0.71751 0.28337 -1.71839
-0.79 -0.670507 0.33033 -1.67134
-0.78 -0.62476 0.37604 -1.62556
-0.77 -0.580244 0.420522 -1.58101
-0.76 -0.536937 0.463801 -1.53767
-0.75 -0.494814 0.505899 -1.49553
-0.74 -0.453852 0.546839 -1.45454
-0.73 -0.414027 0.586645 -1.4147
-0.72 -0.375317 0.62534 -1.37597
-0.71 -0.337696 0.662948 -1.33834
-0.7 -0.301143 0.699491 -1.30178
-0.69 -0.265633 0.734993 -1.26626
-0.68 -0.231143 0.769477 -1.23176
-0.67 -0.197648 0.802966 -1.19826
-0.66 -0.165127 0.835485 -1.16574
-0.65 -0.133554 0.867055 -1.13416
-0.64 -0.102907 0.897701 -1.10352
-0.63 -0.0731625 0.927447 -1.07377
-0.62 -0.0442961 0.956314 -1.04491
-0.61 -0.0162845 0.984327 -1.0169
-0.6 0.0108957 1.01151 -0.989719
-0.59 0.037268 1.03788 -0.963349
-0.58 0.0628561 1.06348 -0.937764
-0.57 0.0876835 1.08831 -0.91294
-0.56 0.111774 1.1124 -0.888853
-0.55 0.13515 1.13578 -0.86548
-0.54 0.157837 1.15847 -0.842796
-0.53 0.179857 1.18049 -0.82078
-0.52 0.201234 1.20187 -0.799406
-0.51 0.221991 1.22263 -0.778651
-0.5 0.242153 1.2428 -0.758492
-0.49 0.261742 1.26239 -0.738905
-0.48 0.280782 1.28143 -0.719866
-0.47 0.299298 1.29995 -0.701352
-0.46 0.317311 1.31796 -0.68334
-0.45 0.334846 1.3355 -0.665805
-0.44 0.351927 1.35258 -0.648725
-0.43 0.368576 1.36923 -0.632075
-0.42 0.384819 1.38547 -0.615832
-0.41 0.400677 1.40133 -0.599972
-0.4 0.416174 1.41682 -0.584473
-0.39 0.431335 1.43198 -0.56931
-0.38 0.446182 1.44682 -0.55446
-0.37 0.46074 1.46138 -0.539899
-0.36 0.475031 1.47567 -0.525605
-0.35 0.48908 1.48971 -0.511552
-0.34 0.502909 1.50354 -0.497719
-0.33 0.516543 1.51717 -0.48408
-0.32 0.530005 1.53062 -0.470613
-0.31 0.543318 1.54393 -0.457295
-0.3 0.556506 1.55711 -0.444101
-0.29 0.569593 1.57019 -0.431009
-0.28 0.582602 1.5832 -0.417994
-0.27 0.595556 1.59615 -0.405033
-0.26 0.60848 1.60906 -0.392103
-0.25 0.621397 1.62197 -0.37918
-0.24 0.634329 1.6349 -0.366241
-0.23 0.647302 1.64787 -0.353262
-0.22 0.660338 1.6609 -0.340219
-0.21 0.673461 1.67401 -0.32709
-0.2 0.686694 1.68724 -0.31385
-0.19 0.700062 1.7006 -0.300476
-0.18 0.713587 1.71412 -0.286944
-0.17 0.727293 1.72782 -0.273232
-0.16 0.741204 1.74172 -0.259315
-0.15 0.755343 1.75586 -0.24517
-0.14 0.769734 1.77024 -0.230774
-0.13 0.7844 1.7849 -0.216102
-0.12 0.799365 1.79986 -0.201132
-0.11 0.814652 1.81514 -0.18584
-0.1 0.830285 1.83077 -0.170202
-0.09 0.846288 1.84677 -0.154195
-0.08 0.862684 1.86316 -0.137796
-0.07 0.879496 1.87997 -0.12098
-0.06 0.896749 1.89722 -0.103725
-0.05 0.914465 1.91494 -0.0860057
-0.04 0.932668 1.93314 -0.0678001
-0.03 0.951383 1.95185 -0.0490842
-0.02 0.970631 1.9711 -0.0298343
-0.01 0.990437 1.9909 -0.0100271
7.5287e-16 1.01083 2.01129 0.0103611
0.01 1.03182 2.03228 0.0313538
0.02 1.05344 2.0539 0.0529746
0.03 1.07571 2.07618 0.075247
0.04 1.09866 2.09913 0.0981945
0.05 1.12231 2.12278 0.121841
0.06 1.14668 2.14715 0.146209
0.07 1.1718 2.17227 0.171323
0.08 1.19768 2.19816 0.197207
0.09 1.22436 2.22484 0.223884
0.1 1.25186 2.25234 0.251377
0.11 1.2802 2.28068 0.27971
0.12 1.3094 2.30989 0.308907
0.13 1.33949 2.33998 0.338991
0.14 1.37049 2.37099 0.369985
0.15 1.40242 2.40293 0.401914
0.16 1.43531 2.43582 0.434801
0.17 1.46919 2.4697 0.468669
0.18 1.50407 2.50459 0.503543
0.19 1.53997 2.5405 0.539445
0.2 1.57693 2.57747 0.576399
0.21 1.61497 2.61551 0.614429
0.22 1.65411 2.65465 0.653558
0.23 1.69436 2.69492 0.69381
0.24 1.73577 2.73633 0.735209
0.25 1.77835 2.77891 0.777778
0.26 1.82211 2.82269 0.82154
0.27 1.8671 2.86768 0.86652
0.28 1.91333 2.91391 0.91274
0.29 1.96082 2.96141 0.960225
0.3 2.0096 3.01019 1.009
0.31 2.05969 3.06029 1.05908
0.32 2.11111 3.11172 1.1105
0.33 2.16389 3.16451 1.16328
0.34 2.21806 3.21868 1.21744
0.35 2.27363 3.27425 1.27301
0.36 2.33063 3.33126 1.33
0.37 2.38908 3.38971 1.38845
0.38 2.44901 3.44965 1.44838
0.39 2.51044 3.51108 1.5098
0.4 2.57339 3.57403 1.57275
0.41 2.63789 3.63853 1.63725
0.42 2.70396 3.7046 1.70331
0.43 2.77162 3.77227 1.77098
0.44 2.8409 3.84155 1.84026
0.45 2.91182 3.91247 1.91118
0.46 2.98441 3.98505 1.98376
0.47 3.05868 4.05932 2.05804
0.48 3.13467 4.13531 2.13402
0.49 3.21239 4.21303 2.21174
0.5 3.29186 4.2925 2.29123
0.51 3.37313 4.37376 2.37249
0.52 3.45619 4.45683 2.45556
0.53 3.54109 4.54172 2.54046
0.54 3.62784 4.62846 2.62721
0.55 3.71646 4.71709 2.71584
0.56 3.80699 4.80761 2.80637
0.57 3.89944 4.90005 2.89883
0.58 3.99384 4.99445 2.99323
0.59 4.0902 5.09081 3.0896
0.6 4.18856 5.18917 3.18796
0.61 4.28894 5.28954 3.28834
0.62 4.39136 5.39196 3.39077
0.63 4.49585 5.49644 3.49526
0.64 4.60242 5.60301 3.60183
0.65 4.71111 5.71169 3.71052
0.66 4.82193 5.82251 3.82134
0.67 4.93491 5.93549 3.93432
0.68 5.05007 6.05066 4.04948
0.69 5.16744 6.16803 4.16684
0.7 5.28703 6.28763 4.28644
0.71 5.40888 6.40949 4.40828
0.72 5.53301 6.53362 4.5324
0.73 5.65944 6.66006 4.65882
0.74 5.78819 6.78883 4.78756
0.75 5.91929 6.91994 4.91864
0.76 6.05276 7.05343 5.05209
0.77 6.18862 7.18932 5.18793
0.78 6.32691 7.32762 5.32619
0.79 6.46763 7.46838 5.46688
0.8 6.61082 7.6116 5.61004
0.81 6.7565 7.75732 5.75568
0.82 6.90469 7.90555 5.90382
0.83 7.05541 8.05633 6.0545
0.84 7.2087 8.20967 6.20773
0.85 7.36457 8.3656 6.36353
0.86 7.52304 8.52414 6.52194
0.87 7.68414 8.68532 6.68297
0.88 7.8479 8.84916 6.84664
0.89 8.01434 9.01569 7.01299
0.9 8.18347 9.18492 7.18202
0.91 8.35533 9.35689 7.35377
0.92 8.52994 9.53162 7.52826
0.93 8.70731 9.70912 7.7055
0.94 8.88749 9.88944 7.88553
0.95 9.07048 10.0726 8.06837
0.96 9.25631 10.2586 8.25404
0.97 9.44501 10.4475 8.44256
0.98 9.63659 10.6392 8.63395
0.99 9.83109 10.8339 8.82824
