-0.538926 -0.150755
0.256142 1.74261
0.946409 10.371
-0.605396 -0.878595
-0.0295724 2.98386
0.20426 1.1247
-0.800348 -1.74085
0.523362 3.74521
-0.987609 -1.50705
0.679373 4.03106
0.301981 2.3265
-0.498215 -0.991968
0.362529 1.56812
-0.707389 -0.713268
-0.149205 0.237729
0.425581 3.56721
-0.803217 -0.749324
0.0163274 -0.200576
-0.941588 -2.74822
-0.908567 -3.47085
-0.268044 0.433597
0.143284 1.98496
-0.91052 -3.3643
-0.868282 -0.48817
-0.1301 1.93163
0.141209 2.04282
-0.75396 -0.104753
0.260475 1.37565
0.783197 5.88548
0.0889615 3.33379
-0.561693 0.661047
0.821406 6.13506
0.379803 3.20366
-0.617542 0.984835
0.377667 2.81702
-0.176305 0.135815
0.584094 3.42714
-0.602649 0.624992
-0.070101 1.25499
0.653737 2.46698
-0.628407 -1.19547
-0.203467 3.63237
-0.933897 -1.12971
-0.350017 0.460842
-0.504257 0.0245738
0.169347 1.61715
-0.150975 -0.683879
-0.271218 -0.931564
0.842524 8.93454
-0.309183 1.55399
0.891293 8.65083
0.248207 1.9343
0.352336 2.41852
0.487411 2.48737
0.724845 5.87693
-0.702017 0.503257
0.445845 4.24238
-0.602527 0.166405
0.517136 3.78834
-0.397198 1.36276
-0.109592 1.74771
-0.185827 1.34385
0.573046 4.79474
0.225623 0.979495
0.0462966 2.54509
0.296915 1.11526
0.0591754 -0.427963
-0.739799 -0.140651
0.428877 1.28391
-0.35905 1.791
0.388226 2.90672
-0.300943 0.567808
0.524522 5.07839
-0.909238 0.0958268
-0.298563 1.49078
-0.335551 -0.727479
-0.201453 0.289742
-0.614063 1.36224
0.8858 7.07565
-0.809565 -1.75678
0.831538 7.98046
-0.674062 -0.302448
0.56389 3.90434
0.743217 6.17919
-0.478011 -0.204523
-0.457198 1.01847
-0.505722 0.178941
-0.332926 -0.245229
-0.706351 -0.876782
0.167577 0.022802
-0.180761 -1.21279
-0.256203 1.45988
-0.75689 0.890675
0.0791955 0.899853
-0.402326 1.32768
0.0527055 1.56419
-0.832759 0.448142
0.422712 2.18381
0.0606403 0.544429
0.31901 2.51859
-0.59331 -0.00319892
0.0848109 0.356275
0.0273141 -0.916959
0.938169 9.26661
0.44322 3.39876
-0.186377 1.52253
0.918332 9.8467
0.863033 6.23026
0.188391 1.52908
0.670461 3.55884
0.804376 4.74125
-0.457564 -0.377221
-0.0983612 0.254889
-0.498642 0.568065
0.927305 8.01404
0.0975677 1.2386
0.674184 6.27666
-0.884274 0.147896
-0.868282 -0.963804
-0.0760826 -0.577346
-0.583178 -1.33653
-0.140843 0.285501
-0.355876 0.0491004
-0.0924406 1.09155
0.290078 1.33985
0.268288 2.92764
-0.363384 0.543721
0.440779 4.07421
0.511704 2.4146
-0.504318 0.679542
0.0143742 1.71858
-0.572802 -1.8043
0.481979 1.14752
-0.808588 -1.94364
0.8623 6.85531
0.462203 2.01062
-0.837703 -0.992065
-0.471053 0.995782
0.989746 10.455
0.37608 0.841247
0.645253 4.87023
-0.936705 -1.75167
0.0104678 2.58318
0.329325 2.20518
0.853206 8.66912
-0.890927 -0.884316
0.395123 2.71147
-0.355327 -0.045685
0.3043 1.65885
0.324808 1.72577
-0.0663167 -0.146896
0.56621 2.73922
-0.118686 -0.371488
0.192358 1.34917
0.0459304 1.40303
-0.869381 0.587797
-0.457564 -0.656171
-0.921812 -0.883644
0.376995 3.87253
0.340617 2.43057
0.91113 10.1663
-0.435713 -0.18486
-0.884762 -1.19016
0.824763 5.20509
